Severity,Start_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,State,Temperature(F),Visibility(mi),Precipitation(in),Weather_Condition,Sunrise_Sunset,Junction,Roundabout,Crossing,Railway,Stop,Traffic_Signal,Give_Way,Bump,Traffic_Calming,Turning_Loop,Wind_Speed(mph),Amenity,Station
2,2019-09-10 08:07:00,34.113331,-118.244258,34.113331,-118.244258,0.0,At San Fernando Rd - Accident.,CA-2 S,Los Angeles,CA,71.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2021-10-29 15:31:26,40.753228,-74.126644,40.75449,-74.121379,0.289,Slow traffic on I-280 E from 5th St/Exit 16 (I-280) to I-95/NJ Tpke Western Spur (I-280) due to accident.,I-280 E,Kearny,NJ,58.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,14.0,False,False
2,2017-02-08 08:01:46,40.163784,-76.395134,,,0.01,Slow traffic due to accident on PA-72 Main St at High St.,N Main St,Manheim,PA,41.0,5.0,,Scattered Clouds,Day,False,False,False,False,False,True,False,False,False,False,,True,False
3,2022-05-05 17:44:01,36.771767,-76.36440999999998,,,0.0,Center lane blocked due to crash on I-64 Hampton Roads Bltwy Westbound at Exit 297 US-13 Military Hwy.,S Military Hwy,Chesapeake,VA,62.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2021-05-24 14:53:00,39.36722159366909,-76.74796700441003,39.37521159366909,-76.74961700441001,0.5589999999999999,I-695 INNER LOOP AT EXIT 19 I-795 N RAMP,I-695,Pikesville,MD,,,,,Day,True,False,False,False,False,False,False,False,False,False,,False,False
2,2016-10-18 17:23:32,40.152462,-75.266296,,,0.01,Accident on PA-73 Skippack Pike at Penllyn Blue Bell Pike.,Penllyn Blue Bell Pike,Blue Bell,PA,77.0,10.0,,Clear,Day,False,False,False,False,False,True,False,False,False,False,6.9,False,False
2,2017-01-30 07:49:19,40.24041,-76.436272,,,0.42,Multi-vehicle accident on PA-72 Lebanon Rd from Lehman Rd to Geiby Dr.,Lebanon Rd,Lebanon,PA,26.4,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,,False,False
3,2019-01-14 15:16:10,34.997955,-81.99189,,,0.0,Left lane blocked due to accident on I-85 Southbound at Exit 72 US-176.,I-85 N,Spartanburg,SC,46.4,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2021-02-16 07:38:30,41.805713,-88.09356,41.806341,-88.13325999999998,2.045,Slow traffic on Chicago-Kansas City Expressway W - I-88 W - Ronald Reagan Memorial Tollway W from IL-53 (I-88) to Winfield Rd (I-88) due to accident.,Chicago-Kansas City Expressway W,Lisle,IL,7.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,10.0,False,False
2,2019-10-12 18:31:00,38.54005,-121.7355,38.54005,-121.7355,0.0,At Richards Blvd - Accident.,I-80 E,Davis,CA,68.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-12-12 12:45:30,32.288787,-110.978285,32.286384000000005,-110.977192,0.178,Stationary traffic on AZ-77 from W Auto Mall Dr to E Wetmore Rd due to accident., N Oracle Rd,Tucson,AZ,67.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-02-21 16:55:00,30.432123,-91.172646,30.434227000000003,-91.174031,0.1669999999999999,Incident on EDDIE ROBINSON SR DR near PEAR ST Drive with caution., Eddie Robinson Sr Dr,Baton Rouge,LA,62.0,10.0,0.0,Cloudy,Day,False,False,True,False,False,False,False,False,False,False,14.0,False,False
3,2021-06-12 17:32:24,39.613453,-86.479752,,,0.0,Right lane blocked due to accident on I-70 Eastbound at IN-39.,S State Road 39,Mooresville,IN,93.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
3,2018-08-07 09:53:15,27.491219,-82.472359,,,0.0,Left lane blocked due to accident on I-75 Southbound at Exits 220 220A 220B FL-64.,I-75 S,Bradenton,FL,84.9,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2021-08-14 14:28:25.000000000,28.48493,-81.417376,28.486965,-81.41858,0.158,Stationary traffic on FL-423 from W Oak Ridge Rd to Winter Run Dr due to accident., S John Young Pkwy,Orlando,FL,80.0,5.0,0.01,Light Rain with Thunder,Day,False,False,True,False,False,False,False,False,False,False,17.0,False,False
2,2022-01-16 20:29:30.000000000,39.98985886554723,-85.92940449673685,39.97696886554723,-85.95737449673685,1.7280000000000002,Incident on I-69 SB near BROOKS SCHOOL RD Right lane blocked. Expect delays.,I-69,Noblesville,IN,26.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2022-08-16 15:38:56.000000000,26.786809,-80.099186,26.749568,-80.09038100000002,2.63,Slow traffic on I-95 S from Northlake Blvd/Exit 77 (I-95) to Palm Beach Lakes Blvd/Exit 71 (I-95) due to accident.,I-95 S,West Palm Beach,FL,87.0,10.0,0.0,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2021-10-13 06:00:56,39.67752099018251,-105.93954205462484,39.63221099018251,-106.05869205462484,7.069,Incident on I-70 WB near MP 212 Expect long delays.,I-70,Dillon,CO,25.0,10.0,0.0,Cloudy,Night,True,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2022-12-05 08:53:25,25.805267,-80.244179,25.806183,-80.244209,0.063,Incident on NW 30TH AVE near NW 32ND ST Drive with caution., NW 32nd St,Miami,FL,75.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
3,2020-06-12 17:20:29,39.8723,-75.08516999999998,39.87405,-75.09479,0.524,Between RT-168/Exit 28 and I-76/Exit 26 - Accident. Right lane blocked.,I-295 S,Bellmawr,NJ,85.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2021-10-15 11:41:30,41.810627,-91.649592,41.842308,-91.665413,2.336,Stationary traffic on US-218 N - IA-27 N - I-380 N from CR-F28/Exit 4 (I-380) to CR-F12/Exit 10 (I-380) due to accident.,I-380 N,Swisher,IA,52.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2021-01-04 14:47:00,26.201279,-80.146579,26.194532,-80.151327,0.551,Slow traffic on I-95 S from Cypress Creek Rd/Exit 33 (I-95) to FL-870/Commercial Blvd/Exit 32 (I-95) due to accident.,I-95 S,Fort Lauderdale,FL,73.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
3,2019-05-20 16:47:16,39.023293,-94.691376,,,0.0,Right lane blocked due to accident on I-35 Northbound at Exit 229 Johnson Dr.,I-35 N,Shawnee,KS,52.0,6.0,0.07,Rain,Day,False,False,False,False,False,False,False,False,False,False,15.0,False,False
2,2022-12-21 19:04:23,39.916854,-83.037522,39.916912,-83.037868,0.019,Incident on FRANK RD near FRANK RD Drive with caution., Frank Rd,Columbus,OH,36.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-09-19 16:06:00,34.3294107912334,-111.0925161833234,34.316970791233395,-111.11478618332342,1.534,Incident on AZ-260 WB near FS ROAD 64 Drive with caution.,E AZ Highway 260,Payson,AZ,82.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,10.0,False,False
2,2022-05-26 05:42:30,40.666459,-73.789147,40.659827,-73.853739,3.4160000000000004,Slow traffic on Southern State Pkwy W from JFK Expy/John F Kennedy Expy/Exit 20 (Belt Pkwy) to Pennsylvania Ave/Exit 14 (Belt Pkwy) due to accident.,Belt Pkwy W,Jamaica,NY,53.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2020-02-28 15:22:00,34.221614,-118.410054,34.221614,-118.410054,0.0,At Roscoe Blvd - Accident.,Roscoe Blvd,Sun Valley,CA,83.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2020-12-09 01:30:15,43.594297,-116.448243,43.599727,-116.507713,2.999,Incident on I-84 WB near TEN MILE RD Drive with caution.,I-84 W,Meridian,ID,21.0,10.0,0.0,,Night,False,False,False,False,False,False,False,False,False,False,,False,False
3,2021-08-10 09:31:18,45.470375,-122.687218,,,0.0,Left hand shoulder blocked and left lane blocked due to accident on I-5 Southbound at Terwilliger Blvd.,I-5 S,Portland,OR,73.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2022-12-21 17:27:00,35.383238,-119.044584,35.363461,-119.039983,1.391,Slow traffic on CA-99 S - CA-58 E from Airport Dr (CA-99) to CA-58 (CA-99) due to accident.,CA-99 S,Bakersfield,CA,41.0,3.0,0.0,Haze,Night,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2018-08-03 08:12:18,45.438484,-122.854103,,,0.0,Accident on 175th Ave at High Hill Ln.,SW 175th Ave,Beaverton,OR,62.1,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2021-03-24 05:54:00.000000000,44.860212,-93.377118,44.858728,-93.35032,1.3159999999999998,Slow traffic on I-494 E - MN-5 E from US-169/Exit 10 (I-494) to MN-100/CR-34/Exit 7 (I-494) due to accident.,I-494 E,Minneapolis,MN,41.0,5.0,0.08,Light Rain,Night,False,False,False,False,False,False,False,False,False,False,16.0,False,False
2,2020-10-24 07:18:00,40.073722,-75.34865,40.063787,-75.32700899999998,1.334,Stationary traffic on I-76 from S Henderson Rd/S Gulph Rd (I-76) to I-476/Exit 331B &amp; 28B (I-76) due to accident.,I-76 E,King of Prussia,PA,61.0,10.0,0.0,Cloudy,Night,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2019-11-02 22:12:22,37.375214,-121.933624,,,0.0,#1 -2 lane blocked due to accident on CA-87 Guadalupe Pkwy Northbound at Exits 9A 9B US-101 Exit 391.,Bayshore Fwy N,San Jose,CA,57.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2022-08-18 12:40:16.000000000,40.831742,-73.950523,40.841189,-73.945656,0.701,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,NY,84.0,10.0,0.0,Fair,Day,True,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2019-07-23 17:10:35,42.154221,-88.13606300000002,,,0.0,Accident on IL-59 Hough St both ways at Lake Cook Rd.,N Hough St,Barrington,IL,77.0,10.0,0.0,Fair,Day,False,False,False,False,False,True,False,False,False,False,8.0,False,False
2,2020-01-17 04:31:12,40.025497,-74.819862,,,0.0,Accident on New Jersey Tpke Northbound after Exit 5 CR-541 Burlington-Mt Holly Rd.,New Jersey Tpke N,Mount Holly,NJ,28.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,13.0,False,False
2,2022-01-29 09:33:16.000000000,42.39397644976428,-73.82470250094495,42.42296644976428,-73.80647250094496,2.208,NYSTA - Statewide Ops.: crash on the off ramp on I-87 - NYS Thruway southbound at Before Exit 21A (I-87) - To I-90 - Massachusetts Turnpike starting 9:33 AM 01/29/2022 [CARS CAD-220290097],I-87 N,West Coxsackie,NY,4.0,1.0,0.01,Light Snow,Day,False,False,False,False,False,False,False,False,False,False,13.0,False,False
2,2019-11-03 11:52:00,37.692384,-122.140253,37.692384,-122.140253,0.0,At I-238/Washington Ave - Accident.,I-880 N,San Leandro,CA,68.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2022-02-19 11:23:30,37.58581,-122.051591,37.603893,-122.064467,1.435,Stationary traffic on Nimitz Fwy N - I-880 N from Alvarado Blvd/Fremont Blvd (I-880) to Dyer St/Whipple Rd (I-880) due to accident.,I-880 N,Union City,CA,60.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2020-12-11 20:06:23,39.038983,-77.418543,39.038047,-77.416761,0.115,Incident on HARRY BYRD HWY near HARRY BYRD HWY Drive with caution., Harry Byrd Hwy,Sterling,VA,50.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,6.0,False,False
3,2019-02-14 04:01:44,31.083303000000004,-87.534401,,,0.0,Right hand shoulder blocked due to accident on I-65 Southbound at Exit 54 CR-1 Jack Springs Rd.,I-65 N,Atmore,AL,35.1,10.0,,Clear,Night,False,False,False,False,False,False,False,False,False,False,,False,False
4,2019-02-07 18:55:27,35.89322199999999,-87.643557,35.897531,-87.634969,0.565,Closed between TN-230/Exit 152 and I-40 - Road closed due to accident. Vehicle fire. emergency vehicles at scene.,I-40 E,Only,TN,60.8,10.0,,Overcast,Night,False,False,False,False,False,False,False,False,False,False,10.4,False,False
2,2020-11-17 16:27:17,48.095287,-114.211395,48.095285,-114.204609,0.313,Incident on MT-82 near HARD ROCK RD Drive with caution., Highway 82,Somers,MT,38.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-02-20 06:35:00.000000000,36.238394,-119.762731,36.240052,-119.762792,0.115,Incident on 17TH AVE near JERSEY AVE Drive with caution., 17th Ave,Lemoore,CA,60.0,10.0,0.0,Partly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,16.0,False,False
2,2020-12-15 17:10:00,38.394205,-81.851302,38.393697,-81.852441,0.071,Incident on ROSEDALE DR near W MAIN ST Drive with caution., Rosedale Dr,Saint Albans,WV,37.0,10.0,0.0,Mostly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2016-06-10 14:45:16,33.8456,-117.003998,,,0.0,Accident on County Hwy-R3 Gilman Springs Rd near CA-79 Sanderson Ave.,Gilman Springs Rd,San Jacinto,CA,86.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,1.0,False,False
2,2022-02-02 14:49:30,32.235632,-110.822691,32.234962,-110.823856,0.0819999999999999,Stationary traffic from N Maguire Ave to E Hawthorne St due to accident., E Speedway Blvd,Tucson,AZ,57.0,10.0,0.0,Fair / Windy,Day,False,False,True,False,False,False,False,False,False,False,22.0,False,False
3,2019-01-22 04:05:46,40.228649,-77.153175,,,40.209999084472656,Right lane blocked due to accident on I-76 Eastbound between Exit 201 PA-997 Cumberland Hwy and Exit 226 US-11 Harrisburg Pike.,I-76 W,Carlisle,PA,12.0,10.0,,Clear,Night,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2022-01-24 20:41:00.000000000,38.05635094624493,-122.22473502100836,38.06623094624493,-122.22563502100836,0.684,Slow traffic on I-80 E - Carquinez Brg E from Pomona St (I-80) to Carquinez Bridge Toll Plaza (I-80) due to accident.,I-80,Crockett,CA,48.0,8.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2019-07-18 17:14:48,39.772339,-86.040543,,,0.0,Accident on Shortridge Rd near US-40 Washington St.,E Washington St,Indianapolis,IN,,,,,Day,False,False,True,False,False,True,False,False,False,False,,False,False
3,2021-05-27 19:54:35,41.577724,-87.558289,,,0.0,Lane blocked due to accident on I-80 Eastbound at IL-83 Torrence Ave.,I-80 E,Lansing,IL,58.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
3,2020-05-30 13:47:00,39.95698,-75.15608,39.95684,-75.15486999999997,0.065,At 8th St - Accident. Lane blocked. Traffic problem.,I-676 E,Philadelphia,PA,79.0,10.0,0.0,Partly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2021-04-20 09:59:41,40.79641,-72.909927,,,0.0,Right lane blocked due to accident on NY-27 Eastbound at Exit 57 Horseblock Rd.,Old Horse Block Rd,Brookhaven,NY,61.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,13.0,False,False
2,2020-11-13 08:25:00,33.49033,-82.05394,,,0.0,Restrictions due to accident on Wheeler Rd at Scotts Way.,Wheeler Rd,Augusta,GA,69.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2019-10-16 07:23:15,42.753242,-73.93235,,,0.0,Accident on I-90 Eastbound at Exit 25 I-890.,I-90 E,Schenectady,NY,51.0,10.0,0.0,Patches of Fog,Day,False,False,False,False,False,False,False,False,False,False,8.0,False,False
2,2021-06-16 16:26:32,40.099758,-83.109421,,,0.0,Right hand shoulder blocked due to accident on US-33 Riverside Dr Eastbound at OH-161 Dublin Granville Rd.,Riverside Dr,Dublin,OH,76.0,10.0,0.0,Fair,Day,False,False,True,False,False,False,True,False,False,False,9.0,False,False
3,2017-08-08 08:22:18,43.00214,-83.749329,,,0.0,Accident on I-75 Northbound at Exit 118 M-21 Corunna Rd.,I-75 N,Flint,MI,55.0,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2021-03-09 08:16:25,34.028584,-81.101768,,,0.0,Accident on I-26 Westbound at I-126.,I-26 W,Columbia,SC,38.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2022-11-23 10:00:00.000000000,33.698094,-111.925331,33.698713,-111.925316,0.043,Incident on SCOTTSDALE RD NB near PINNACLE PEAK RD Right lane blocked. Expect delays., N Scottsdale Rd,Scottsdale,AZ,56.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2022-03-04 16:35:30,35.985343,-86.679726,35.99686900000001,-86.689881,0.978,Slow traffic on TN-11 - US-41A N - US-31A N - US-31A S - US-41A S from Rocky Fork Rd/Clovercroft Rd (US-31 Alt) to TN-253/Concord Rd (US-31 Alt) due to accident., Nolensville Rd,Brentwood,TN,76.0,10.0,0.0,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2021-04-16 14:08:00,27.09905505167437,-82.19675660094168,27.09866505167437,-82.16151660094165,2.168,Incident on I-75 SB near SUMTER BLVD Expect long delays.,I-75,North Port,FL,78.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,14.0,False,False
2,2016-10-03 13:31:46,33.685459,-112.1123,33.68905,-112.11254,0.248,At Deer Valley Rd/Exit 217B - Accident.,Black Canyon Fwy N,Phoenix,AZ,80.1,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2016-11-23 10:04:14,32.83371,-96.702461,,,0.01,Accident on TX-78 Garland Rd at TX-12 Loop Buckner Blvd.,N Buckner Blvd,Dallas,TX,57.9,10.0,,Partly Cloudy,Day,False,False,True,False,False,True,False,False,False,False,16.1,False,False
3,2018-07-28 08:29:17,34.01593,-118.173027,,,0.0,Accident on I-5 Southbound at Exits 130B 130C I-710.,Long Beach Fwy S,Los Angeles,CA,75.9,6.0,,Haze,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2018-03-28 16:17:47,35.839367,-78.67570500000002,,,0.0,Accident on US-70 Glenwood Ave at Crabtree Park Ct.,Glenwood Ave,Raleigh,NC,75.0,10.0,,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,16.1,False,False
2,2021-02-20 15:12:00,34.25926566107626,-118.10385346356342,34.27286566107626,-118.04477346356344,3.502,Accident on Mt Wilson Red Box Rd (CA-2) from CA-39/San Gabriel Canyon Rd (CA-2) to CA-2.,Angeles Crest Hwy,Mt Wilson,CA,,,,,,False,False,False,False,False,False,False,False,False,False,,False,False
2,2017-04-02 23:22:24,37.294281,-121.938446,,,0.01,Accident on CA-17 Northbound at Exit 25 Creekside Way.,CA-17 S,Campbell,CA,59.0,10.0,,Clear,Night,False,False,False,False,False,False,False,False,False,False,6.9,False,False
2,2021-04-19 11:39:00,39.523925,-119.783819,39.505807,-119.780536,1.264,Stationary traffic on I-580 S - US-395 S from Glendale Ave/Exit 67 (I-580/US-395) to Plumb Ln/Exit 65 (I-580/US-395) due to accident.,Martin Luther King Jr Memorial Fwy,Reno,NV,69.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,5.0,False,False
2,2022-01-12 21:31:00,38.299792,-122.670729,38.29979,-122.669729,0.054,Incident on ADOBE RD near MATSONS LN Drive with caution., Adobe Rd,Penngrove,CA,46.0,8.0,0.0,Partly Cloudy,Night,False,False,True,True,False,False,False,False,False,False,3.0,False,False
2,2017-03-01 19:50:00,33.878197,-117.880478,,,0.01,Accident on CA-57 Southbound at Exit 7 Nutwood Ave.,CA-57 S,Fullerton,CA,61.0,10.0,,Clear,Night,False,False,False,False,False,False,False,False,False,False,,False,False
2,2019-12-24 15:52:31,31.598459,-106.254593,,,0.0,Accident on Camino De La Rosa Rd at Campo Bello Dr.,Rosa Rd,San Elizario,TX,50.0,4.0,,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,20.0,False,False
2,2020-02-24 04:05:00,46.10042,-123.91858,46.10042,-123.91858,0.0,At Gearhart Loop Rd/Golf Course Rd - Accident., Highway 101,Warrenton,OR,40.0,10.0,0.04,Mostly Cloudy,Night,False,False,False,False,False,False,False,False,False,False,5.0,False,False
3,2018-05-11 07:52:07,33.828438,-117.92807,,,0.0,Accident on I-5 Southbound at Exit 110B Disneyland Dr.,Santa Ana Fwy S,Anaheim,CA,61.0,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,9.2,False,False
2,2022-05-18 16:46:41.000000000,42.912525,-85.5801,42.912533,-85.584672,0.231,Slow traffic on M-11 from Lake Eastbrook Blvd (28th St/MI-11) to Shaffer Ave/Mall Dr (28th St/MI-11) due to accident., 28th St SE,Grand Rapids,MI,53.0,6.0,0.0,Cloudy,Day,False,False,True,False,False,False,False,False,False,False,10.0,False,False
2,2021-01-31 05:08:00,41.939116,-86.569422,41.971946,-86.548222,2.516,Incident on I-94 EB near RED ARROW HWY Expect long delays.,I-94 E,Bridgman,MI,28.0,0.75,0.01,Light Snow,Night,False,False,False,False,False,False,False,False,False,False,18.0,False,False
3,2022-03-24 15:58:15,40.00996,-75.064369,,,4.300000190734863,Lane blocked due to crash on I-95 Northbound between Exit 25 Allegheny Ave and Exit 27 James St.,Fraley St,Philadelphia,PA,47.0,5.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,9.0,False,False
2,2022-02-14 17:26:11,32.195446000000004,-86.417397,,,0.0,Crash on I-65 Northbound at Exit 158 CR-6 Tyson Rd.,Tyson Rd,Letohatchee,AL,53.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2019-11-12 04:15:25,34.062870000000004,-118.249641,,,1.1799999475479126,Entry ramp to CA-110 Southbound at Exits 3 3A 3B from US-101 Southbound restrictions on ramps due to accident.,Hollywood Fwy S,Los Angeles,CA,60.0,2.0,0.0,Fog,Night,False,False,False,False,False,False,False,False,False,False,0.0,False,False
2,2017-12-29 08:38:33,27.821075,-82.68768299999998,,,0.0,Accident on 54th Ave at 40th St.,40th St N,Saint Petersburg,FL,57.9,9.0,,Overcast,Day,False,False,False,False,False,True,False,False,False,False,9.2,False,False
2,2020-11-30 12:04:53,40.013251,-75.790705,40.013374,-75.789812,0.048,Incident on FREEDOM BLVD near REECEVILLE RD Drive with caution., Reeceville Rd,Coatesville,PA,59.0,1.0,0.13,Light Rain,Day,False,False,False,False,False,False,False,False,False,False,7.0,False,False
2,2020-11-10 01:36:48.000000000,36.998251,-76.408807,37.000971,-76.405807,0.25,Incident on I-664 NB near I-664 Drive with caution.,I-664 N,Newport News,VA,55.0,0.5,0.0,Fog,Night,True,False,False,False,False,False,False,False,False,False,0.0,False,False
3,2018-02-28 17:54:06,34.688313,-82.217949,,,0.0,Accident on I-385 Northbound at Exit 24 Fairview Street Ext.,Fairview St,Fountain Inn,SC,51.8,2.0,,Rain,Day,False,False,False,False,False,False,False,False,False,False,,False,False
4,2016-11-14 16:18:44,38.239421,-78.969925,38.241196,-78.97371700000002,0.24,Closed between Waynesboro and Staunton - Road closed due to accident., Dam Town Rd,Fort Defiance,VA,45.1,10.0,,Drizzle,Day,False,False,False,False,False,False,False,False,False,False,,False,False
2,2022-05-20 19:12:14.000000000,38.943243,-94.761925,38.943525,-94.765002,0.166,Accident from exit [222B] to I-435 N.,I-435 N,Lenexa,KS,68.0,10.0,0.0,Cloudy,Day,False,False,False,False,False,False,False,False,False,False,10.0,False,False
3,2019-02-01 12:42:35,39.197392,-76.7658,,,6.480000019073486,Two lanes blocked and shoulder blocked due to accident on I-95 Southbound from Exits 47A-B 47B-A I-195 to Exits 43A 43B MD-100.,I-95 N,Elkridge,MD,19.0,1.8,0.01,Light Snow,Day,False,False,False,False,False,False,False,False,False,False,6.9,False,False
2,2017-02-16 15:09:26,34.06819,-117.39056,34.06864,-117.36587,1.413,Between Cedar Ave/Exit 66 and Riverside Ave/Exit 68 - Accident.,I-10 E,Bloomington,CA,69.1,10.0,,Mostly Cloudy,Day,False,False,False,False,False,False,False,False,False,False,8.1,False,False
2,2019-10-25 06:50:00,39.031735,-121.513409,39.031735,-121.513409,0.0,At CA-65 - Accident.,Bill Graham Way,Wheatland,CA,45.0,10.0,0.0,Fair,Night,False,False,False,False,False,False,False,False,False,False,3.0,False,False
2,2020-02-24 11:53:00,40.72829,-74.10221999999997,40.72829,-74.10221999999997,0.0,At RT-440 - Earlier accident., Lincoln Hwy,Kearny,NJ,58.0,10.0,0.0,Partly Cloudy,Day,True,False,False,False,False,False,False,False,False,False,5.0,False,False
3,2016-09-25 15:46:10,47.72646,-122.29228,47.724651,-122.29258,0.126,At 133rd St - Accident., Lake City Way NE,Seattle,WA,75.0,10.0,,Scattered Clouds,Day,False,False,True,False,True,True,False,False,False,False,5.8,False,False
3,2016-06-09 22:28:15,37.542862,-121.92181399999998,,,0.0,Accident on I-680 Northbound at Exit 16 Mission Blvd.,I-680 N,Fremont,CA,61.0,10.0,,Clear,Night,False,False,False,False,False,False,False,False,False,False,,False,False
2,2020-03-24 00:53:06,40.70577,-73.46410999999998,40.70577,-73.46410999999998,0.0,At Broadway/Exit 30 - Accident.,Southern State Pkwy E,Massapequa,NY,40.0,10.0,0.0,Cloudy,Night,True,False,False,False,False,False,False,False,False,False,12.0,False,False
2,2018-01-09 13:53:29,37.70281,-122.01736,37.70102,-122.02531,0.452,At Eden Canyon Rd - Accident.,I-580 W,Castro Valley,CA,57.0,10.0,,Overcast,Day,False,False,False,False,False,False,False,False,False,False,8.1,False,False
2,2019-09-25 00:20:00,36.907863,-121.403881,36.907863,-121.403881,0.0,At San Felipe Rd - Accident., San Felipe Rd,Hollister,CA,68.0,10.0,0.0,Fair,Night,False,False,False,False,False,True,False,False,False,False,0.0,False,False
3,2018-04-20 15:05:03,32.810444,-117.114265,,,0.0,Right hand shoulder blocked due to accident on I-15 Southbound at Exit 8 Aero Dr.,Escondido Fwy S,San Diego,CA,64.9,10.0,,Clear,Day,False,False,False,False,False,False,False,False,False,False,12.7,False,False
2,2022-04-20 14:43:06.000000000,39.01276,-77.116973,39.013088,-77.117216,0.026,Incident on MD-187 NB near RYLAND DR Drive with caution., Old Georgetown Rd,Bethesda,MD,57.0,10.0,0.0,Fair,Day,False,False,False,False,False,False,False,False,False,False,6.0,False,False
2,2021-10-27 16:24:00,34.048471,-118.444994,34.047895000000004,-118.443238,0.108,Stationary traffic on CA-2 from Massachusetts Ave to S Bentley Ave due to accident., S Sepulveda Blvd,Los Angeles,CA,72.0,10.0,0.0,Fair,Day,False,False,True,False,False,False,False,False,False,False,6.0,True,False
